function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;cats;label_name;
1021;libiomp5.so;bool _INTERNAL8eaaea23::__kmp_wait_template<kmp_flag_64<false, true>, true, false, true>(kmp_info*, kmp_flag_64<false, true>*, void*);;48.62;0.44;;;;;;;"0,0,100,0,0,0,0,0,0,0";_ZN17_INTERNAL8eaaea2319__kmp_wait_templateI11kmp_flag_64ILb0ELb1EELb1ELb0ELb1EEEbP8kmp_infoPT_Pv;
7;nbody3DIC;move_particles;;39.78;0.36;;;;;;;"100,0,0,0,0,0,0,0,0,0";move_particles;
1065;libiomp5.so;kmp_flag_native<unsigned long long, (flag_type)1, true>::notdone_check();;3.31;0.03;;;;;;;"0,0,100,0,0,0,0,0,0,0";_ZN15kmp_flag_nativeIyL9flag_type1ELb1EE13notdone_checkEv;
2637;libiomp5.so;__kmp_invoke_microtask;;1.1;0.01;;;;;;;"0,0,100,0,0,0,0,0,0,0";__kmp_invoke_microtask;
1855;libiomp5.so;__kmp_invoke_task_func;;1.1;0.01;;;;;;;"0,0,100,0,0,0,0,0,0,0";__kmp_invoke_task_func;
1827;libiomp5.so;__kmp_enter_single;;1.1;0.01;;;;;;;"0,0,100,0,0,0,0,0,0,0";__kmp_enter_single;
2207;libiomp5.so;__kmp_init_implicit_task;;0.55;0;;;;;;;"0,0,100,0,0,0,0,0,0,0";__kmp_init_implicit_task;
2173;libiomp5.so;__kmp_task_team_sync;;0.55;0;;;;;;;"0,0,100,0,0,0,0,0,0,0";__kmp_task_team_sync;
1923;libiomp5.so;__kmpc_for_static_init_8u;;0.55;0;;;;;;;"0,0,100,0,0,0,0,0,0,0";__kmpc_for_static_init_8u;
1153;libiomp5.so;__kmpc_reduce;;0.55;0;;;;;;;"0,0,100,0,0,0,0,0,0,0";__kmpc_reduce;
1063;libiomp5.so;kmp_flag_native<unsigned long long, (flag_type)1, true>::done_check();;0.55;0;;;;;;;"0,0,100,0,0,0,0,0,0,0";_ZN15kmp_flag_nativeIyL9flag_type1ELb1EE10done_checkEv;
1041;libiomp5.so;__kmp_join_barrier(int);;0.55;0;;;;;;;"0,0,100,0,0,0,0,0,0,0";_Z18__kmp_join_barrieri;
1038;libiomp5.so;_ZN17_INTERNAL8eaaea2326__kmp_hyper_barrier_gatherE12barrier_typeP8kmp_infoiiPFvPvS3_ES3_..0;;0.55;0;;;;;;;"0,0,100,0,0,0,0,0,0,0";_ZN17_INTERNAL8eaaea2326__kmp_hyper_barrier_gatherE12barrier_typeP8kmp_infoiiPFvPvS3_ES3_..0;
1027;libiomp5.so;_INTERNAL8eaaea23::__kmp_hyper_barrier_release(barrier_type, kmp_info*, int, int, int, void*);;0.55;0;;;;;;;"0,0,100,0,0,0,0,0,0,0";_ZN17_INTERNAL8eaaea2327__kmp_hyper_barrier_releaseE12barrier_typeP8kmp_infoiiiPv;
1023;libiomp5.so;_INTERNAL8eaaea23::__kmp_hyper_barrier_gather(barrier_type, kmp_info*, int, int, void (*)(void*, void*), void*);;0.55;0;;;;;;;"0,0,100,0,0,0,0,0,0,0";_ZN17_INTERNAL8eaaea2326__kmp_hyper_barrier_gatherE12barrier_typeP8kmp_infoiiPFvPvS3_ES3_;
